id,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,class
765,295,13.39,3,447,3,325,3,538,18,253,0.98,31,72,433,39,306,92,356,38,232,66,0.69,401,87,71,61,177,185,51,19,2,5
766,303,13.72,4,467,3,270,3,551,16,211,0.88,35,72,435,35,314,93,358,36,219,65,0.76,315,89,69,70,199,198,44,21,1,5
767,301,11.93,4,425,3,303,3,502,15,203,1.04,33,72,404,39,294,91,338,39,225,71,0.73,434,94,77,69,190,201,46,19,4,5
768,250,12.04,3,403,3,269,2,595,16,260,0.94,31,75,506,36,304,103,359,40,224,79,0.9,455,97,74,73,198,206,49,25,3,5
769,273,11.49,4,478,2,288,3,501,17,234,1.08,27,71,469,41,322,109,351,41,208,68,0.76,517,94,64,67,204,199,43,19,2,5
770,305,14.13,4,464,2,357,3,525,18,200,0.88,39,67,406,37,290,97,384,45,198,70,0.88,527,93,62,68,196,185,44,18,1,5
771,306,13.03,4,474,3,267,2,561,17,197,0.77,32,74,419,36,303,106,307,37,234,71,0.9,375,95,60,65,176,206,46,20,2,5
772,300,11.82,4,406,2,273,3,480,16,247,0.97,32,83,378,42,313,102,353,34,218,70,0.67,614,97,69,63,206,212,47,20,0,5
773,288,11.55,4,405,3,280,3,544,17,238,1,32,78,452,42,353,95,370,37,203,67,0.75,349,98,62,73,199,225,48,21,3,5
774,298,13.37,4,439,3,318,3,505,20,265,0.87,31,78,472,41,334,95,360,39,205,70,1.01,404,96,69,68,206,180,50,21,0,5
775,324,12.27,4,467,3,255,3,534,14,226,0.96,29,73,449,35,334,103,341,38,227,67,0.69,480,91,63,76,192,192,48,21,0,5
776,291,12.13,4,441,4,271,3,560,19,210,1.09,26,69,499,38,349,86,316,37,223,67,0.84,566,103,66,60,157,196,48,20,2,5
777,277,12.82,5,361,3,277,2,493,19,233,1.07,33,63,439,35,290,101,356,39,212,73,0.84,538,97,73,70,194,221,47,20,2,5
778,308,12.87,4,395,3,298,4,519,17,185,1.07,35,76,490,39,317,107,356,39,229,72,0.87,432,99,76,75,203,203,45,19,4,5
779,281,12.09,5,471,3,295,3,551,18,212,1.05,34,69,470,42,294,96,342,39,226,65,0.74,529,89,75,68,197,222,53,18,4,5
780,289,13.23,4,477,3,279,3,529,18,214,1.03,38,66,476,38,284,98,324,35,206,62,0.82,315,93,78,71,204,197,45,20,0,5
781,277,12.87,3,429,3,319,2,526,19,182,0.86,33,75,457,41,292,86,353,46,205,74,0.9,383,92,69,70,173,157,52,19,3,5
782,321,12.25,4,386,2,313,4,515,17,239,0.89,34,72,431,39,352,101,384,36,232,72,0.74,484,92,58,70,203,195,46,20,7,5
783,270,13.07,4,405,3,265,3,525,15,235,0.87,29,67,543,33,324,92,339,39,225,64,0.75,492,98,77,71,186,177,46,21,3,5
784,302,11.23,5,421,3,267,3,541,19,258,0.99,34,70,421,42,335,89,372,39,201,71,0.78,208,94,76,68,235,199,46,20,1,5
785,310,12.51,4,412,2,289,3,513,18,219,0.99,30,73,421,34,312,108,305,38,228,82,0.84,378,89,65,65,188,159,49,18,4,5
786,261,12.75,3,434,3,311,3,526,15,236,0.96,30,64,515,43,330,92,276,40,222,66,1,513,96,64,69,206,177,47,19,5,5
787,302,11.36,4,405,4,347,3,571,18,241,1.05,33,72,489,41,299,82,345,34,203,63,0.83,509,100,60,72,205,149,46,18,3,5
788,252,11.9,4,396,3,317,3,546,17,227,0.95,33,69,396,38,307,92,376,36,215,75,0.98,547,92,60,64,189,189,44,20,1,5
789,273,13.03,4,438,3,304,3,517,20,241,0.95,32,71,467,43,286,102,385,35,214,62,0.93,401,94,65,73,198,196,46,21,1,5
790,324,10.76,3,374,2,321,3,561,16,240,0.95,33,75,416,46,343,93,316,38,220,74,0.77,462,87,60,68,227,164,50,18,0,5
791,260,12.4,3,389,3,315,3,521,21,227,1.02,33,67,473,37,313,99,290,35,230,64,0.82,450,93,73,69,197,179,47,21,1,5
792,309,12.04,4,436,3,312,4,533,19,216,1.08,35,72,444,42,302,85,352,40,239,67,0.89,482,94,61,69,211,205,48,20,6,5
793,301,12.4,4,429,3,282,3,521,18,185,0.94,32,72,494,45,329,88,339,39,224,74,0.88,401,104,70,64,219,165,39,21,4,5
794,300,10.69,4,423,3,341,2,535,20,232,1.05,35,74,465,41,307,88,380,40,221,65,0.73,442,88,70,69,181,198,46,19,0,5
795,276,11.21,3,421,2,299,3,502,19,194,0.86,33,75,486,44,307,96,318,35,220,63,1.01,300,97,66,65,203,180,44,19,6,5
796,280,12.16,4,439,3,298,3,501,20,250,1,33,60,467,38,310,84,365,35,219,73,0.84,547,91,62,62,212,208,47,20,0,5
797,285,13.26,4,382,2,337,3,490,15,210,0.8,33,84,380,38,343,102,345,38,201,66,0.91,536,92,77,64,198,206,48,19,2,5
798,279,13.2,4,383,3,315,3,511,17,202,0.92,30,77,410,39,316,104,384,39,222,62,0.78,357,99,73,73,211,179,46,20,1,5
799,282,13.39,4,432,3,321,2,539,19,215,0.98,34,72,450,39,318,97,316,42,221,69,0.98,492,91,64,67,194,192,48,20,4,5
800,297,11.93,4,451,2,267,3,554,20,219,1.04,33,64,449,37,334,97,310,35,217,54,0.83,455,90,59,75,177,187,49,20,0,5
801,289,11.16,5,451,3,307,2,504,21,225,1.03,34,79,363,38,350,104,391,38,209,62,0.78,509,98,72,72,196,209,49,19,3,5
802,260,12.25,4,390,3,303,3,518,16,223,0.82,32,70,443,37,283,94,379,41,251,78,0.77,398,95,58,69,235,173,44,22,1,5
803,299,13.23,4,438,3,279,3,542,15,255,0.97,33,64,394,38,332,82,374,37,214,70,0.91,369,98,74,67,197,186,41,21,0,5
804,291,12.27,4,469,3,315,3,544,20,227,1.01,37,79,432,42,320,105,368,39,223,70,0.91,420,94,58,71,184,187,49,19,0,5
805,265,10.19,3,394,4,302,3,484,18,186,0.92,39,75,440,41,304,91,403,46,212,70,0.79,494,93,72,72,190,223,44,21,4,5
806,326,12.29,4,498,3,281,3,498,19,211,0.93,36,75,450,40,315,94,350,39,215,71,0.8,378,91,59,75,206,173,47,20,1,5
807,264,13.17,3,430,3,324,3,522,18,231,0.95,33,69,381,36,330,95,329,35,193,64,0.97,383,97,72,72,188,170,45,22,6,5
808,301,11.95,4,442,3,315,3,517,16,214,1.02,33,74,437,36,310,90,316,40,211,64,1.05,509,93,76,68,182,201,45,20,4,5
809,309,11.49,4,396,3,307,3,517,21,204,1.03,30,75,474,39,305,98,358,42,205,65,0.91,410,94,58,57,184,161,42,22,3,5
810,310,12.01,4,375,4,281,3,541,19,226,0.84,33,77,426,43,297,97,398,37,232,80,0.9,387,91,66,75,219,191,49,25,0,5
811,313,13.88,3,399,3,329,2,533,17,239,0.88,35,71,409,39,274,93,360,44,183,54,1.02,428,92,77,67,199,192,45,16,4,5
812,288,11.61,4,358,3,270,3,523,18,239,0.87,34,73,441,36,328,102,354,36,210,68,0.95,290,92,70,69,172,188,45,19,2,5
813,282,12.64,4,435,3,287,3,533,17,218,0.83,37,75,477,34,302,95,290,40,237,80,0.78,446,102,66,66,162,212,46,19,3,5
814,294,10.52,2,419,2,313,4,629,20,262,1.41,39,52,411,85,349,67,342,44,243,66,0.93,148,99,66,76,95,189,42,24,5,6
815,308,10.19,2,395,2,281,4,679,21,243,1.36,43,63,393,96,340,57,345,52,204,74,0.76,534,102,58,82,102,166,42,28,7,6
816,305,10.57,2,409,2,314,3,644,18,233,1.41,41,56,356,85,367,61,321,57,204,61,0.78,496,97,63,78,109,174,37,27,1,6
817,333,9.24,1,415,2,279,5,632,20,245,1.44,44,68,392,89,311,61,375,56,214,63,0.7,305,98,61,82,107,175,32,24,2,6
818,244,9.44,3,376,2,282,3,631,20,223,1.35,38,55,391,88,353,61,341,56,231,69,0.74,359,101,66,84,108,166,38,28,0,6
819,277,11.82,2,436,1,298,3,616,21,259,1.33,45,54,393,88,315,70,337,56,238,57,0.95,482,91,65,82,114,185,37,31,0,6
820,268,10.24,3,351,1,260,4,595,20,258,1.39,43,60,385,89,359,66,319,46,232,69,0.85,453,94,65,91,104,202,32,28,0,6
821,316,9.37,1,362,2,275,4,609,20,274,1.46,41,67,413,85,359,64,322,48,223,61,0.97,511,93,65,83,96,165,37,28,4,6
822,281,10.19,2,406,2,326,5,664,21,286,1.38,40,54,368,81,361,62,336,43,248,67,0.92,444,87,56,97,101,169,38,29,6,6
823,341,11.39,2,402,2,283,3,555,20,218,1.48,41,59,439,83,328,62,343,36,235,64,0.86,462,88,62,88,107,166,33,28,10,6
824,266,11.16,3,379,2,294,4,585,19,250,1.48,41,57,418,89,341,56,320,62,219,71,1,401,99,63,79,95,177,36,32,3,6
825,347,10.08,3,391,2,276,4,677,20,232,1.38,47,61,441,92,352,64,358,51,243,65,0.59,529,89,66,92,106,182,40,27,6,6
826,324,11.55,1,388,2,268,4,619,22,232,1.39,43,53,376,96,333,68,349,46,230,66,0.87,404,91,68,86,99,181,35,26,3,6
827,271,9.8,2,375,3,270,3,621,23,252,1.6,43,58,333,92,356,59,333,52,219,76,0.79,442,95,66,88,102,155,38,27,4,6
828,256,11.33,2,414,3,295,3,682,19,234,1.46,44,60,386,87,428,61,333,49,226,64,0.83,467,108,61,87,100,179,35,27,0,6
829,293,10.69,3,390,2,262,3,569,23,247,1.35,39,53,380,97,350,52,385,47,213,71,0.87,365,90,59,82,104,178,37,28,1,6
830,299,11.23,2,373,2,304,4,668,21,241,1.5,42,60,411,85,366,63,332,55,213,65,0.81,347,100,62,80,93,185,33,29,4,6
831,279,11.61,2,397,2,281,4,669,22,285,1.42,39,55,362,94,332,47,386,50,213,73,0.71,560,93,58,76,110,186,38,29,0,6
832,293,9.8,1,388,3,278,4,575,20,257,1.47,44,54,378,94,377,60,327,57,217,67,0.81,293,107,63,83,96,162,36,32,2,6
833,332,10.32,1,366,1,270,4,547,22,245,1.34,43,53,326,82,357,57,295,42,247,72,0.9,287,106,65,90,107,159,33,27,6,6
834,250,10.3,2,398,2,268,5,574,22,227,1.41,43,58,418,92,376,64,309,53,214,56,0.8,444,98,27,94,106,182,37,30,5,6
835,288,11.82,2,414,1,299,5,547,20,256,1.42,43,58,365,102,335,64,322,45,208,54,0.94,349,94,59,87,100,187,38,27,7,6
836,290,10.41,1,376,2,308,4,698,21,205,1.33,46,63,399,91,314,69,315,55,242,63,0.92,645,99,62,87,100,168,38,28,5,6
837,247,10.34,3,350,2,253,3,645,20,282,1.44,44,52,386,71,317,65,354,44,210,65,0.64,582,89,59,88,105,175,34,30,0,6
838,247,10.32,1,409,1,311,5,660,23,242,1.32,42,54,377,91,341,56,331,44,236,53,0.8,404,90,63,88,107,177,34,32,6,6
839,306,11.05,2,410,2,285,4,673,22,254,1.44,44,62,437,89,393,63,350,58,233,68,0.79,602,101,64,93,118,163,35,33,5,6
840,296,10.32,3,438,2,283,4,642,22,277,1.46,49,54,373,97,355,53,329,53,212,57,0.81,293,101,55,87,107,175,40,25,2,6
841,280,10.86,2,432,2,261,5,564,21,217,1.23,41,61,361,93,375,53,331,58,232,61,0.87,338,104,27,88,105,165,33,27,4,6
842,321,10.99,2,408,2,303,4,661,20,194,1.46,44,55,387,89,289,47,363,49,250,71,0.98,343,87,59,85,90,171,36,25,1,6
843,284,10.64,2,385,2,286,4,568,23,254,1.48,42,56,413,81,315,56,326,48,227,63,0.97,712,89,24,88,104,164,34,28,1,6
844,295,10.24,2,354,2,270,4,664,20,247,1.47,42,66,366,94,375,56,357,54,250,64,0.82,359,87,62,86,106,160,36,29,6,6
845,236,10.86,2,373,1,310,4,561,21,248,1.5,41,57,379,93,326,56,335,47,246,75,0.78,254,99,61,93,99,182,37,27,5,6
846,315,10.48,2,356,3,303,4,612,22,214,1.45,44,66,400,96,327,54,331,53,214,68,0.81,189,100,59,75,113,196,35,29,2,6
847,282,10.01,1,380,2,274,5,600,19,252,1.27,45,55,428,96,371,56,310,43,239,62,0.77,406,103,66,89,108,178,38,28,4,6
848,312,10.64,2,391,2,295,4,645,20,257,1.36,41,60,388,101,369,61,353,50,236,68,0.95,369,90,61,86,114,200,38,28,3,6
849,314,11.82,3,406,3,299,4,589,20,250,1.28,42,53,428,87,362,57,370,45,229,55,0.78,446,99,64,88,100,174,37,28,4,6
850,311,10.48,2,368,1,288,5,632,19,259,1.37,44,55,409,87,335,52,347,53,228,65,0.75,538,103,60,90,109,171,36,29,0,6
851,258,9.74,1,405,1,291,4,605,19,245,1.4,45,45,370,93,353,66,342,51,217,77,0.98,482,97,65,91,107,168,42,28,10,6
852,295,10.24,3,386,2,265,4,598,19,229,1.44,37,56,427,84,357,57,328,59,197,68,0.78,357,90,66,86,102,177,36,24,3,6
853,316,9.44,1,367,2,285,3,602,20,255,1.5,41,66,392,94,413,62,307,47,213,61,1.03,279,99,59,85,108,179,36,27,5,6
854,340,9.8,3,408,3,290,5,580,19,258,1.42,42,45,385,84,367,60,323,42,238,69,1.05,519,92,59,92,92,175,30,28,7,6
855,298,11.01,3,374,3,289,4,594,23,264,1.52,42,51,412,82,340,62,386,53,224,63,0.69,432,98,59,81,101,177,36,26,5,6
856,306,10.48,2,393,2,265,5,629,20,204,1.34,48,49,390,90,361,52,340,45,223,59,0.74,523,96,65,90,112,163,40,28,3,6
857,257,10.81,2,391,3,302,5,590,21,214,1.38,47,54,431,89,385,53,347,51,238,53,0.86,448,85,59,78,100,182,38,28,1,6
858,322,10.39,2,402,2,289,4,596,21,251,1.39,42,60,422,90,387,65,298,41,240,62,0.84,560,97,63,83,106,182,35,26,11,6
859,287,9.96,2,377,1,293,4,673,21,234,1.41,45,58,462,96,367,55,333,54,210,71,0.73,345,94,66,73,93,188,36,26,2,6
860,340,9.96,2,367,1,272,3,650,20,295,1.34,39,65,430,92,315,71,334,50,239,63,0.71,426,92,53,83,101,163,39,26,5,6
861,254,10.99,1,319,3,270,5,636,21,264,1.41,42,63,401,86,370,48,364,57,240,70,0.82,408,90,70,85,106,179,33,25,4,6
862,277,10.34,3,384,2,293,4,580,20,242,1.48,42,56,391,85,397,68,311,55,194,69,0.76,465,85,58,89,100,167,41,32,7,6
863,258,11.55,1,370,2,318,4,599,19,263,1.36,43,50,415,92,311,67,348,55,216,64,0.83,404,98,68,92,97,187,41,28,6,6
864,304,9.85,2,397,2,302,5,657,23,238,1.41,43,57,414,81,358,53,316,55,219,67,0.8,556,96,55,88,91,160,34,26,2,6
865,260,10.84,3,361,1,279,3,584,21,230,1.31,43,63,414,78,315,61,331,51,207,55,1.03,424,101,63,87,104,164,32,29,5,6
866,317,10.89,2,406,2,297,5,690,21,253,1.49,40,54,418,86,370,62,318,52,242,63,0.84,462,100,62,89,98,167,35,29,4,6
867,286,10.84,2,371,1,271,3,621,19,229,1.39,45,62,396,96,287,72,351,52,209,60,0.89,499,101,60,82,105,184,37,31,4,6
868,290,10.84,3,344,1,280,5,607,20,254,1.48,43,63,362,86,388,61,309,43,210,63,0.87,381,99,61,93,118,172,38,29,4,6
869,309,10.72,2,411,2,278,5,612,20,244,1.39,43,53,416,81,309,72,310,44,204,73,0.65,305,88,62,85,101,196,33,28,5,6
870,262,10.72,2,387,2,250,5,691,20,219,1.52,48,56,391,90,297,59,372,51,206,66,0.76,413,89,59,91,105,167,37,27,2,6
871,324,10.89,2,382,2,293,4,647,21,234,1.36,45,56,377,88,376,51,329,56,219,65,0.94,529,94,62,92,110,175,37,29,8,6
872,321,10.84,1,371,2,309,4,661,19,229,1.44,47,56,326,82,361,52,318,52,186,61,0.71,250,92,59,89,111,172,35,27,1,6
873,253,9.68,1,419,2,244,4,559,20,239,1.4,42,55,354,90,384,72,331,51,230,72,0.78,505,92,64,92,96,170,40,29,7,6
874,315,10.17,3,381,1,280,4,645,19,265,1.45,39,56,375,91,326,61,330,51,253,61,0.63,545,103,55,83,107,162,37,28,1,6
875,220,11.73,2,382,2,300,4,622,16,221,1.46,44,52,351,91,274,54,373,48,229,65,0.63,331,95,60,85,112,170,36,29,0,6
876,266,9.92,2,369,2,274,3,638,19,254,1.31,40,56,394,94,337,65,344,52,208,68,0.73,418,97,62,85,99,158,41,27,4,6
877,286,11.16,3,382,2,266,3,552,19,192,1.49,43,56,431,85,325,49,352,49,222,69,0.96,418,99,59,95,103,177,36,30,5,6
878,312,10.64,2,401,2,269,4,621,21,278,1.25,42,59,407,95,372,55,315,53,237,64,0.67,293,101,62,68,110,163,36,27,5,6
879,312,9.44,2,400,1,284,3,593,16,272,1.37,40,59,367,84,399,72,324,56,227,55,0.73,610,88,72,84,113,173,39,31,8,6
880,273,9.85,2,345,2,271,5,595,17,272,1.42,42,62,424,86,337,54,305,54,228,68,0.95,515,102,55,85,110,163,37,29,5,6
881,301,10.81,2,341,2,290,3,666,21,208,1.33,40,54,407,85,387,67,349,42,236,61,0.75,566,99,60,85,100,168,37,28,6,6
882,255,11.16,2,424,2,303,3,574,20,193,1.45,43,52,398,94,284,53,329,42,221,68,0.87,505,89,64,85,113,178,35,30,6,6
883,266,10.17,2,409,2,297,4,628,22,232,1.41,38,53,388,85,393,56,353,53,222,72,0.6,398,91,55,81,104,168,40,28,3,6
884,281,10.34,2,357,2,274,4,631,21,219,1.46,44,58,385,88,345,54,335,56,235,61,0.93,653,95,66,76,96,177,34,32,6,6
885,318,10.39,1,365,2,274,4,642,20,198,1.54,41,69,418,89,365,49,358,62,191,61,0.82,527,110,65,98,105,181,38,30,3,6
886,314,9.68,2,362,2,280,5,584,17,209,1.48,39,59,389,94,344,75,376,51,215,77,0.72,415,97,63,78,107,165,41,25,4,6
887,226,9.85,2,361,3,284,5,602,21,223,1.33,37,59,406,94,358,73,340,46,217,58,0.9,410,102,64,83,110,166,39,31,3,6
888,324,10.66,2,357,2,261,5,543,19,219,1.46,48,60,470,83,309,56,339,48,211,67,0.7,285,95,62,62,99,168,39,30,8,6
889,304,10.48,2,371,2,255,4,624,21,185,1.4,43,65,416,91,337,63,317,52,213,77,0.97,551,88,66,58,111,170,37,28,0,6
890,268,10.64,3,364,2,258,5,656,21,249,1.53,40,52,430,95,313,58,371,54,234,56,0.89,250,85,66,94,102,170,42,28,4,6
891,339,10.17,2,398,2,283,3,623,20,262,1.47,44,59,396,93,315,47,360,41,220,69,0.75,338,92,65,79,99,179,33,27,0,6
892,308,9.96,1,346,2,258,5,530,19,242,1.34,43,53,444,84,276,53,344,52,233,66,0.76,361,95,71,80,115,185,37,26,5,6
893,288,10.34,2,327,3,284,3,633,19,253,1.47,45,56,386,87,328,61,332,49,205,62,0.78,285,102,70,92,100,175,42,26,6,6
894,248,11.49,2,434,3,283,4,623,20,231,1.26,40,51,415,95,375,63,318,53,234,59,0.84,404,107,66,90,94,178,37,28,0,6
895,258,10.36,3,363,2,315,4,611,20,209,1.45,40,57,411,92,309,66,354,59,231,73,0.75,450,99,65,91,105,182,34,28,3,6
896,254,10.08,2,389,1,269,4,634,21,271,1.44,41,58,448,102,366,64,351,52,239,69,0.86,383,88,66,88,100,164,39,25,5,6
897,314,10.76,2,347,2,305,4,634,22,248,1.37,45,53,359,94,338,59,323,50,243,73,1.01,554,100,57,46,117,171,42,28,0,6
898,309,11.21,2,409,1,261,4,633,22,255,1.3,43,60,342,90,340,57,346,47,228,66,0.94,285,88,64,86,118,141,37,28,0,6
899,306,10.34,2,380,2,255,4,586,20,270,1.55,37,57,406,82,377,62,340,48,228,68,0.84,359,94,64,87,109,171,33,29,3,6
900,313,10.39,2,353,2,273,3,585,19,269,1.35,38,58,399,88,346,67,350,54,204,77,0.93,484,90,67,84,103,158,33,29,7,6
901,310,10.81,2,368,2,299,4,660,20,217,1.4,42,57,436,94,305,70,286,61,218,62,0.82,469,97,62,94,107,165,39,29,2,6
902,313,10.3,2,372,1,276,4,615,18,262,1.38,42,68,366,94,326,62,317,47,230,65,0.94,418,110,64,90,96,169,39,28,5,6
903,266,10.48,2,348,2,256,4,680,21,256,1.33,47,64,373,88,391,72,309,58,220,50,0.83,564,88,64,74,114,170,42,27,6,6
904,297,10.3,2,386,2,273,5,636,21,231,1.38,41,59,417,90,326,66,337,42,190,65,0.74,473,92,64,85,115,186,41,28,6,6
905,293,11.36,2,343,1,313,4,636,22,202,1.37,41,61,377,84,312,68,320,50,232,59,0.66,231,97,65,86,107,158,32,33,8,6
906,312,9.96,2,378,3,292,4,610,21,247,1.4,40,56,366,90,354,47,331,47,229,67,0.78,489,101,62,95,100,192,36,26,3,6
907,258,10.89,1,413,2,299,4,626,19,248,1.41,38,52,382,86,391,61,320,50,214,61,0.72,323,102,64,86,104,175,36,29,5,6
908,244,10.3,1,394,2,275,4,540,22,256,1.49,46,51,425,97,303,60,328,55,186,74,0.82,532,97,65,75,102,185,38,25,4,6
909,266,9.8,1,393,3,321,3,644,21,227,1.32,39,54,404,97,386,51,319,57,211,63,0.66,562,86,56,42,116,173,37,30,5,6
910,279,10.08,1,384,2,278,3,584,21,260,1.37,41,53,426,90,363,63,330,43,207,70,0.75,369,90,58,83,114,173,35,30,4,6
911,329,11.82,3,380,2,285,3,592,19,224,1.55,45,59,422,81,374,67,289,55,201,51,0.96,300,93,67,55,103,174,38,28,4,6
912,260,3.68,3,447,1,342,1,610,18,241,0.84,41,72,333,140,342,51,413,7,186,106,1.07,606,111,53,21,146,174,40,18,7,7
913,275,3.74,3,421,1,291,1,588,17,221,0.92,45,75,344,143,372,63,358,8,177,104,1.39,600,111,46,27,139,185,35,17,6,7
914,258,3.7,3,406,1,371,1,466,21,242,0.96,36,57,350,151,353,53,379,10,193,94,1.16,614,109,54,22,130,178,37,18,2,7
915,258,3.89,3,361,0,318,1,542,19,227,1,45,67,350,137,343,59,405,10,191,98,1.06,645,112,54,22,156,164,39,17,5,7
916,264,3.64,3,377,1,315,0,554,19,219,1.06,41,66,320,154,427,51,422,8,206,106,1.16,480,111,51,24,134,168,39,17,4,7
917,284,3.7,3,329,1,416,1,623,19,233,1.04,42,69,401,131,331,52,372,9,183,108,1.17,543,120,52,26,136,153,38,18,3,7
918,267,3.83,3,382,1,308,1,566,23,233,1.01,46,63,379,151,356,52,435,9,183,117,1.29,582,122,53,24,132,166,33,18,0,7
919,270,4.07,4,335,0,322,0,498,20,253,1.06,40,66,357,138,381,57,367,6,204,96,1.19,503,120,51,24,185,169,39,19,2,7
920,278,3.56,3,449,1,339,2,629,19,230,1.05,41,62,361,144,347,55,360,7,175,104,1.01,576,121,56,23,134,174,35,19,3,7
921,233,4.24,3,393,0,300,1,583,21,244,0.92,32,66,337,130,381,47,401,7,184,112,1.12,681,139,52,25,166,184,38,17,0,7
922,248,4.24,3,394,2,323,1,572,21,232,0.93,39,63,349,128,321,56,376,8,181,127,1.17,578,121,55,24,161,182,36,18,9,7
923,270,3.36,3,327,1,391,0,575,22,261,1.09,35,70,316,132,381,56,405,7,204,110,1.24,545,132,50,23,160,184,34,20,9,7
924,275,3.7,3,344,1,351,1,556,16,217,1.06,49,62,353,147,342,58,379,9,163,92,1.18,602,119,53,22,132,171,36,18,8,7
925,278,3.74,3,377,1,308,1,567,18,242,0.99,40,73,296,136,289,56,406,7,164,86,1.16,580,117,50,22,167,180,33,17,1,7
926,287,3.8,3,441,2,340,1,553,18,274,0.93,45,70,342,152,312,55,363,9,187,86,1.28,622,110,50,21,149,179,36,18,0,7
927,272,3.09,3,336,1,348,1,606,22,207,1,50,68,331,138,346,49,410,9,162,102,1.1,519,106,46,24,145,165,36,19,5,7
928,281,3.54,4,400,1,351,0,556,21,251,0.97,52,66,312,147,375,56,364,8,206,105,1.01,480,124,47,24,140,166,35,17,6,7
929,275,3.29,2,401,2,382,0,612,17,235,1.03,34,77,378,144,329,55,407,7,179,112,1,614,102,47,23,158,169,37,17,2,7
930,285,3.29,3,390,1,308,0,537,20,251,0.98,41,67,359,144,317,54,422,7,183,101,1.1,676,120,57,24,157,170,35,18,5,7
931,275,3.7,2,366,1,283,1,564,21,247,0.95,39,64,362,123,362,51,386,8,157,101,1.17,602,119,46,22,132,184,37,18,0,7
932,267,3.78,2,374,0,334,1,585,20,265,1,43,64,325,145,393,59,384,7,199,109,1.36,540,129,53,23,170,182,34,18,1,7
933,260,3.8,3,397,1,361,1,484,20,235,1.06,44,69,338,139,384,55,386,6,181,83,1.1,600,128,47,25,172,169,32,18,0,7
934,256,3.83,4,360,1,333,1,652,19,231,1.11,44,72,329,135,327,59,422,7,177,100,1,564,128,47,24,133,175,35,17,6,7
935,279,3.36,3,391,0,302,2,523,22,212,1.04,41,66,390,130,374,58,462,7,173,111,1.13,574,130,50,22,161,182,36,18,1,7
936,277,3.5,3,351,1,331,0,517,20,235,0.98,40,60,330,147,387,58,397,9,165,103,1.04,543,124,55,24,174,180,35,17,7,7
937,269,3.78,2,397,1,302,1,616,24,244,0.95,39,72,327,143,366,56,327,8,160,97,1.25,657,122,49,27,143,163,39,18,2,7
938,268,3.72,3,404,1,365,1,549,20,237,0.9,39,67,319,135,426,49,367,7,180,95,1.13,562,131,51,22,163,166,32,18,10,7
939,241,3.25,3,371,1,320,1,644,18,259,1.05,36,70,351,140,367,53,382,8,193,88,1.28,540,128,51,21,158,166,40,17,0,7
940,288,3.64,3,364,0,403,1,590,21,232,1.02,48,67,370,125,390,47,414,8,181,102,1.13,558,118,60,27,139,180,37,18,1,7
941,273,3.83,3,449,2,366,0,586,20,249,1.11,41,77,358,137,427,59,365,8,192,101,1.17,558,103,51,24,158,170,33,17,7,7
942,258,3.48,3,371,1,319,2,598,22,268,0.84,43,64,374,134,326,48,370,9,186,91,1.37,630,128,56,21,138,187,35,18,4,7
943,249,3.5,3,412,2,381,1,583,20,226,0.93,39,65,335,142,363,57,392,9,182,113,1.21,653,136,53,24,152,171,35,19,1,7
944,290,3.56,4,369,1,336,1,615,18,225,1.04,45,60,362,140,330,51,311,10,197,90,1.23,570,129,49,23,147,169,41,19,4,7
945,281,3.17,2,404,1,357,0,523,21,287,1.08,48,69,356,132,385,55,404,8,186,102,1.18,647,107,45,25,171,197,33,18,0,7
946,259,3.89,3,379,1,322,2,569,19,251,1.06,48,66,373,140,339,51,343,7,199,110,1.03,511,109,48,23,167,170,42,16,3,7
947,278,3.83,3,420,1,325,1,599,19,273,0.94,43,61,351,132,348,47,407,8,198,100,1.27,600,121,59,23,168,183,35,17,1,7
948,283,4.05,3,394,1,350,2,582,20,225,0.94,32,73,346,136,300,52,354,7,187,104,1.02,534,107,58,27,139,153,37,18,5,7
949,277,3.72,2,399,1,324,1,545,23,212,1.08,35,76,324,140,310,48,411,9,186,110,1.26,564,106,51,23,156,184,35,19,6,7
950,277,3.5,3,406,1,403,1,543,18,262,1.02,49,57,369,137,347,51,411,9,165,105,1.22,606,131,50,19,154,179,38,19,0,7
951,264,3.36,2,388,1,358,1,563,22,253,0.96,40,58,340,127,417,51,418,10,185,102,1.02,572,136,52,24,169,185,37,18,2,7
952,259,3.54,3,353,1,335,1,552,16,224,0.93,41,56,353,145,354,57,363,6,182,110,1.02,574,118,61,24,124,151,39,20,3,7
953,262,3.7,3,402,2,328,2,536,20,256,1.07,43,68,363,142,320,49,308,9,176,111,1.19,549,119,49,23,164,206,40,18,8,7
954,291,3.23,4,413,2,375,1,656,21,230,1.03,46,67,358,140,338,51,332,10,179,79,1.19,616,101,48,22,141,192,37,18,7,7
955,274,3.14,3,400,1,415,1,537,18,258,0.96,44,61,402,135,348,51,415,8,180,102,1.32,642,128,45,23,168,163,37,17,1,7
956,291,3.8,3,414,1,325,1,561,23,212,0.96,38,72,390,141,368,55,395,9,188,108,1.23,511,120,52,25,149,179,35,16,7,7
957,251,3.56,3,438,1,338,1,662,21,231,1.05,36,67,393,140,360,55,367,8,194,100,0.91,620,141,49,21,160,198,39,20,6,7
